Entry ID,EU Message ID,[DE Entry Name Pos.],[DE Entry Name Size],DE Entry Name,[ES Entry Name Pos.],[ES Entry Name Size],ES Entry Name,[FR Entry Name Pos.],[FR Entry Name Size],FR Entry Name,[GB Entry Name Pos.],[GB Entry Name Size],GB Entry Name,Retail Price in %,Order by Prio.,EU Order by ABC,Pad. 1,Purchase Price,Pad. 2,Pad. 3,[DE Descr. Pos.],[DE Descr. Size],DE Descr. Str.,[ES Descr. Pos.],[ES Descr. Size],ES Descr. Str.,[FR Descr. Pos.],[FR Descr. Size],FR Descr. Str.,[GB Descr. Pos.],[GB Descr. Size],GB Descr. Str.
331,0x8c37394c,0x1a879,17,Silver MoonStone,0x1ad8f,16,Piedra de Plata,0x1b1f2,16,Pierre d'Argent,0x1a849,17,Silver MoonStone,0,5,27,0,0,0,0,0x15152,93,A Moon Stone from the Silver Moon. It can infuse\\nweapons with the powers of life and death.,0x15340,87,Piedra Lunar de la Luna de Plata. Otorga a las\\narmas el poder de la vida y la muerte.,0x15650,95,Une Pierre de Lune de la Lune d'Argent. Peut\\ndonner les pouvoirs de vie et de mort aux armes.,0x15122,93,A Moon Stone from the Silver Moon. It can infuse\\nweapons with the powers of life and death.
332,0x8c373960,0x1a88a,16,Underwater Suit,0x1ad9f,15,Traje Acuático,0x1b202,11,Scaphandre,0x1a85a,16,Underwater Suit,0,26,28,0,0,0,0,0x151af,89,"Using a Blue Moon Stone, this water-proof suit\\nallows the wearer to breathe underwater.",0x15397,88,"Este traje acuático, usando una Piedra Azul,\\npermite al usuario respirar bajo el agua.",0x156af,98,Cette combinaison imperméable permet de respirer\\nsous l'eau à l'aide d'une Pierre de Lune Bleue.,0x1517f,89,"Using a Blue Moon Stone, this water-proof suit\\nallows the wearer to breathe underwater."
333,0x8c373970,0x1a89a,17,Note in a Bottle,0x1adae,8,Mensaje,0x1b20d,12,Message SOS,0x1a86a,17,Note in a Bottle,0,12,19,0,0,0,0,0x15208,87,"A note found in a bottle that says, “Quetya…\\nPlease send warriors to help us fight.”",0x153ef,88,Mensaje en una botella que dice: “Quetya?\\nEnvía guerreros para ayudarnos en la lucha.”,0x15711,85,Un mot trouvé dans une bouteille disant “Quetya…\\nEnvoyez des guerriers en renfort.”,0x151d8,87,"A note found in a bottle that says, “Quetya…\\nPlease send warriors to help us fight.”"
334,0x8c373984,0x1a8ab,16,Cannon Room Key,0x1adb6,16,Llave del Cañón,0x1b219,16,Clé Pièce Canon,0x1a87b,16,Cannon Room Key,0,24,3,0,0,0,0,0x1525f,92,"A large, steel key to the Cannon Room of the\\nGrand Fortress. It is embossed with a dragon.",0x15447,93,Llave de acero para abrir la Sala de Cañones\\nde la Gran Fortaleza. Lleva un dragón grabado.,0x15766,99,Grande clé en acier ouvrant la Pièce du Canon de\\nla Grande Forteresse. Porte l'estampe du dragon.,0x1522f,92,"A large, steel key to the Cannon Room of the\\nGrand Fortress. It is embossed with a dragon."
335,0x8c373994,0x1a8bb,16,Ship Schematics,0x1adc6,16,Planos de barco,0x1b229,17,Schéma du navire,0x1a88b,16,Ship Schematics,0,28,26,0,0,0,0,0x152bb,85,Design for a ship that can submerge under the\\nGreat Cloud Sea and go into Deep Sky.,0x154a4,96,Proyecto de un barco que puede sumergirse bajo\\nel mar de Grandes Nubes e ir al Cielo Profundo.,0x157c9,97,Plans permettant au navire de s'immerger sous le\\nGrand Océan et de monter dans le Ciel Profond.,0x1528b,85,Design for a ship that can submerge under the\\nGreat Cloud Sea and go into Deep Sky.
336,0x8c3739a4,0x1a8cb,14,Gonzales' Map,0x1add6,17,Mapa de González,0x1b23a,15,Carte Gonzales,0x1a89b,14,Gonzales' Map,0,21,9,0,0,0,0,0x15310,88,Map found on the remains of Gonzales. It appears\\nthat the map has been ripped in half.,0x15504,94,Mapa encontrado junto a los restos de González.\\nParece que el mapa fue rasgado por la mitad.,0x1582a,89,Carte trouvée sur les restes du corps de\\nGonzales. Elle semble avoir été déchirée en 2.,0x152e0,88,Map found on the remains of Gonzales. It appears\\nthat the map has been ripped in half.
337,0x8c3739b4,0x1a8d9,12,Pedro's Map,0x1ade7,14,Mapa de Pedro,0x1b249,15,Carte de Pedro,0x1a8a9,12,Pedro's Map,0,22,20,0,0,0,0,0x15368,91,Map received from Pedro while in Nasrad. It\\nappears that the map has been ripped in half.,0x15562,82,Mapa entregado por Pedro en Nasrad.\\nParece que el mapa fue rasgado por la mitad.,0x15883,90,Carte envoyée par Pedro quand il était à Nasrad.\\nElle semble avoir été déchirée en deux.,0x15338,91,Map received from Pedro while in Nasrad. It\\nappears that the map has been ripped in half.
338,0x8c3739c0,0x1a8e5,14,ALFONSO'S KEY,0x1adf5,14,ALFONSO'S KEY,0x1b258,14,ALFONSO'S KEY,0x1a8b5,14,ALFONSO'S KEY,0,39,35,0,0,0,0,0x153c3,13,CUT.\\n------,0x155b4,13,CUT.\\n------,0x158dd,13,CUT.\\n------,0x15393,13,CUT.\\n------
339,0x8c3739d4,0x1a8f3,17,Golden Man's Eye,0x1ae03,15,Ojo del Hombre,0x1b266,16,Oeil Homme Doré,0x1a8c3,17,Golden Man's Eye,0,16,8,0,0,0,0,0x153d0,74,"A beautiful, orange gem found set into the eye\\nof the Golden Man statue.",0x155c1,93,Bella gema de color naranja que estaba engarzada\\nen el ojo de la estatua del Hombre Dorado.,0x158ea,91,Belle pierre précieuse orange trouvée incrustée\\ndans l'oeil de la statue de l'Homme Doré.,0x153a0,74,"A beautiful, orange gem found set into the eye\\nof the Golden Man statue."
340,0x8c3739e8,0x1a904,17,Great Bird's Eye,0x1ae12,15,Ojo del Pájaro,0x1b276,17,Oeil GrandOiseau,0x1a8d4,17,Great Bird's Eye,0,17,11,0,0,0,0,0x1541a,66,"A beautiful, blue gem found set into the eyes\\nof the Great Bird.",0x1561e,83,Preciosa gema de color azul que se encontró\\nincrustada en el ojo del Gran Pájaro.,0x15945,77,Belle pierre précieuse bleue trouvée incrustée\\ndans l'oeil du Grand Oiseau.,0x153ea,66,"A beautiful, blue gem found set into the eyes\\nof the Great Bird."
341,0x8c3739fc,0x1a915,15,Raw Moon Stone,0x1ae21,11,Roca Lunar,0x1b287,17,Pierre Lune Brut,0x1a8e5,15,Raw Moon Stone,0,11,23,0,0,0,0,0x1545c,83,A rock containing Moon Stone ore found on Shrine\\nIsland. Unusable unless refined.,0x15671,91,Roca con Piedra Lunar encontrada en la Isla de\\nShrine. Debe ser refinada antes de usarse.,0x15992,93,Rocher contenant du minerai de Pierre de Lune\\ntrouvé sur l'île du Temple. Doit être traité.,0x1542c,83,A rock containing Moon Stone ore found on Shrine\\nIsland. Unusable unless refined.
342,0x8c373a0c,0x1a924,14,Daccat's Coin,0x1ae2c,17,Moneda de Daccat,0x1b298,16,Pièce de Daccat,0x1a8f4,14,Daccat's Coin,100,23,5,0,20000,0,0,0x154af,85,"A gold coin minted by the great Air Pirate\\nDaccat, it bears his symbol on one side.",0x156cc,86,Moneda de oro acuñada por el gran Pirata Aéreo\\nDaccat. Lleva su símbolo en una cara.,0x159ef,91,"Pièce d'or monnayée par le grand pirate Daccat,\\nelle porte son symbole sur une des faces.",0x1547f,85,"A gold coin minted by the great Air Pirate\\nDaccat, it bears his symbol on one side."
343,0x8c373a1c,0x1a932,10,SISIKABAB,0x1ae3d,10,SISIKABAB,0x1b2a8,10,SISIKABAB,0x1a902,10,SISIKABAB,0,35,-1,0,0,0,0,0x15504,17,CONVERT.\\n------,0x15722,17,CONVERT.\\n------,0x15a4a,17,CONVERT.\\n------,0x154d4,17,CONVERT.\\n------
344,0x8c373a28,0x1a93c,6,Kabal,0x1ae47,6,Kabal,0x1b2b2,6,Kabal,0x1a90c,6,Kabal,0,32,15,0,0,0,0,0x15515,82,"The meat of a desert beast of burden, it is\\nconsidered by many to be very tasty.",0x15733,74,Carne de un animal de carga desértico.\\nMuchos la consideren sabrosísima.,0x15a5b,89,"La viande d'une bête de somme du désert,\\ncertains trouvent qu'elle est très savoureuse.",0x154e5,82,"The meat of a desert beast of burden, it is\\nconsidered by many to be very tasty."
345,0x8c373a30,0x1a942,7,Gentum,0x1ae4d,7,Gentum,0x1b2b8,7,Gentum,0x1a912,7,Gentum,0,33,7,0,500,0,0,0x15567,86,A fragrant fruit from northern Nasr.\\nSecret ingredient used in making Kabal Skewers.,0x1577d,88,Fragante fruta del Norte de Nasrad. Es un\\ningrediente secreto de la brocheta de Kabal.,0x15ab4,92,Un fruit parfumé du nord de Nasr. Ingrédient\\nsecret pour préparer les brochettes de Kabal.,0x15537,86,A fragrant fruit from northern Nasr.\\nSecret ingredient used in making Kabal Skewers.
346,0x8c373a38,0x1a949,6,Khale,0x1ae54,6,Khale,0x1b2bf,6,Khale,0x1a919,6,Khale,0,34,16,0,0,0,0,0x155bd,88,"An expensive spice, grown in the East.\\nSecret ingredient used in making Kabal Skewers.",0x157d5,93,"Preciada especia, que crece en el Este y es\\nun ingrediente secreto de la brocheta de Kabal.",0x15b10,94,Épice onéreuse cultivée dans l'Est. Ingrédient\\nsecret pour préparer les brochettes de Kabal.,0x1558d,88,"An expensive spice, grown in the East.\\nSecret ingredient used in making Kabal Skewers."
347,0x8c373a40,0x1a94f,14,CHO SISIKABAB,0x1ae5a,14,CHO SISIKABAB,0x1b2c5,14,CHO SISIKABAB,0x1a91f,14,CHO SISIKABAB,0,36,-1,0,0,0,0,0x15615,17,CONVERT.\\n------,0x15832,17,CONVERT.\\n------,0x15b6e,17,CONVERT.\\n------,0x155e5,17,CONVERT.\\n------
348,0x8c373a54,0x1a95d,16,Valuan Passport,0x1ae68,17,Pasaporte Valuan,0x1b2d3,17,Passeport Valuan,0x1a92d,16,Valuan Passport,0,13,29,0,0,0,0,0x15626,91,A passport necessary to enter the Valuan Empire.\\nReceived from a Nasr merchant as a gift.,0x15843,86,Pasaporte necesario para entrar en el Imperio\\nValuan. Un regalo de un mercader Nasr.,0x15b7f,88,Passeport nécéssaire pour entrer dans l'empire\\nValuan. Offert par un marchand Nasrean.,0x155f6,91,A passport necessary to enter the Valuan Empire.\\nReceived from a Nasr merchant as a gift.
349,0x8c373a64,0x1a96d,16,Moon Stone Fuel,0x1ae79,15,Gasolina Lunar,0x1b2e4,17,Pierre Carburant,0x1a93d,16,Moon Stone Fuel,0,15,18,0,0,0,0,0x15681,98,A Moon Stone refined for use as fuel for a ship.\\nGiven to Vyse by Hans when they met in Horteka.,0x15899,93,Piedra Lunar refinada para usarse como gasolina\\nde navío que Hans regaló a Vyse en Horteka.,0x15bd7,98,Pierre de Lune raffinée pour servir de carburant\\naux navires. Hans l'a offerte à Vyse à Horteka.,0x15651,98,A Moon Stone refined for use as fuel for a ship.\\nGiven to Vyse by Hans when they met in Horteka.
350,0x8c373a74,0x1a97d,14,Clara's Purse,0x1ae88,17,Cartera de Clara,0x1b2f5,16,Bourse de Clara,0x1a94d,14,Clara's Purse,0,19,4,0,0,0,0,0x156e3,71,A bright pink purse containing money given to\\nAika and Fina by Clara.,0x158f6,78,Cartera rosa brillante que guarda el dinero\\nque Clara entrega a Aika y Fina.,0x15c39,87,Un porte-monnaie rose fuchsia contenant de\\nl'argent que Clara a donné à Aika et Fina.,0x156b3,71,A bright pink purse containing money given to\\nAika and Fina by Clara.
351,0x8c373a84,0x1a98b,17,Book of Polarity,0x1ae99,15,Libro del Polo,0x1b305,16,Livre Polarités,0x1a95b,17,Book of Polarity,0,27,2,0,0,0,0,0x1572a,98,An old Yafutoman text explaining the process of\\nenabling ships to fly to high and low altitudes.,0x15944,98,Viejo texto Yafutoman que contiene instrucciones\\npara conducir navíos a altas y bajas latitudes.,0x15c90,93,Vieux texte Yafutoman décrivant les techniques\\nde vol à très haute et très basse altitudes.,0x156fa,98,An old Yafutoman text explaining the process of\\nenabling ships to fly to high and low altitudes.
352,0x8c373a98,0x1a99c,9,Velorium,0x1aea8,9,Velorium,0x1b315,9,Velorium,0x1a96c,9,Velorium,0,29,30,0,0,0,0,0x1578c,86,A rare type of metal found in Deep Sky.\\nIt is many times stronger than normal steel.,0x159a6,92,Extraño tipo de metal procedente del Cielo\\nProfundo. Es mucho más resistente que el acero.,0x15ced,92,Type de métal rare trouvé dans le Ciel Profond.\\nBien plus solide que de l'acier ordinaire.,0x1575c,86,A rare type of metal found in Deep Sky.\\nIt is many times stronger than normal steel.
353,0x8c373a98,0x1a9a5,9,Velorium,0x1aeb1,9,Velorium,0x1b31e,9,Velorium,0x1a975,9,Velorium,0,30,31,0,0,0,0,0x157e2,86,A rare type of metal found in Deep Sky.\\nIt is many times stronger than normal steel.,0x15a02,92,Extraño tipo de metal procedente del Cielo\\nProfundo.Es mucho más resistente que el acero..,0x15d49,89,Type de métal rare trouvé dans le Ciel Profond.\\nBien plus solide que l'acier ordinaire.,0x157b2,86,A rare type of metal found in Deep Sky.\\nIt is many times stronger than normal steel.
354,0x8c373aa4,0x1a9ae,13,SAISYUHEIKI3,0x1aeba,13,SAISYUHEIKI3,0x1b327,13,SAISYUHEIKI3,0x1a97e,13,SAISYUHEIKI3,0,37,-1,0,0,0,0,0x15838,13,CUT.\\n------,0x15a5e,13,CUT.\\n------,0x15da2,13,CUT.\\n------,0x15808,13,CUT.\\n------
355,0x8c373ab0,0x1a9bb,11,Harbor Key,0x1aec7,13,Puerto Clave,0x1b334,12,Clé du Port,0x1a98b,11,Harbor Key,0,25,14,0,0,0,0,0x15845,83,"A small, brass key to the Valuan Imperial\\nharbor. It has a dragon embossed on it.",0x15a6b,93,Pequeña llave de bronce para acceder al puerto\\ndel Imperio Valuan. Tiene un dragón tallado.,0x15daf,81,Petite clé en cuivre du port Impérial Valuan.\\nElle porte l'estampe d'un dragon.,0x15815,83,"A small, brass key to the Valuan Imperial\\nharbor. It has a dragon embossed on it."
356,0x8c373abc,0x1a9c6,13,Magic Cannon,0x1aed4,13,Cañón Mágico,0x1b340,14,Canon Magique,0x1a996,13,Magic Cannon,0,14,17,0,0,0,0,0x15898,83,A device attached to cannons that allows them\\nto fire shots empowered with magic.,0x15ac8,85,Artefacto que se añade a los cañones para\\nefectuar disparos fortalecidos con Magia.,0x15e00,89,Dispositif attaché aux canons qui leur permet\\nde tirer des coups aux pouvoirs magiques.,0x15868,83,A device attached to cannons that allows them\\nto fire shots empowered with magic.
357,0x8c373acc,0x1a9d3,6,Wages,0x1aee1,9,Salarios,0x1b34e,9,Salaires,0x1a9a3,6,Wages,0,20,32,0,0,0,0,0x158eb,90,"Contains the 5,000 gold that Aika and Fina\\nearned while working at the tavern in Nasrad.",0x15b1d,94,Guarda las 5.000 unidades de oro que Fina y Aika\\nganaron trabajando en la taberna de Nasrad.,0x15e59,93,Contient 5 000 pièces d'or qu'Aika et Fina ont\\ngagné en travaillant à la taverne de Nasrad.,0x158bb,90,"Contains the 5,000 gold that Aika and Fina\\nearned while working at the tavern in Nasrad."
358,0x8c373ad4,0x1a9d9,12,Grapor Meat,0x1aeea,16,Carne de Grapor,0x1b357,16,Chair de Grapor,0x1a9a9,12,Grapor Meat,0,18,10,0,0,0,0,0x15945,95,"Meat from the rare fish, the Grapor. This fish\\nis only found in the forests of Crescent Isle.",0x15b7b,89,"Carne de un extrano pez, el Grapor, que vive\\nsolo en los bosques de la Isla de la Luna.",0x15eb6,92,"Chair du Grapor, un poisson rare. Ce poisson\\nse trouve dans les forêts de l'île Croissant.",0x15915,95,"Meat from the rare fish, the Grapor. This fish\\nis only found in the forests of Crescent Isle."
359,0x8c373ae0,0x1a9e5,16,Domingo's Title,0x1aefa,12,Certificado,0x1b367,17,Titre de Domingo,0x1a9b5,16,Domingo's Title,0,31,6,0,0,0,0,0x159a4,87,A certificate from Domingo proclaiming Vyse to\\nbe a “Treasure Hunter Extraordinaire.”,0x15bd4,90,Un certificado de Domingo reconociendo a Vyse\\ncomo “Extraordinario buscador de tesoros”.,0x15f12,93,Certificat de Domingo proclamant Vyse comme\\nétant un “Extraordinaire Chercheur de Trésors.”,0x15974,87,A certificate from Domingo proclaiming Vyse to\\nbe a “Treasure Hunter Extraordinaire.”
360,0x8c373af0,0x1a9f5,11,DUMMYCLEAR,0x1af06,11,DUMMYCLEAR,0x1b378,11,DUMMYCLEAR,0x1a9c5,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x159fb,14,DUMMY\\n------,0x15c2e,14,DUMMY\\n------,0x15f6f,14,DUMMY\\n------,0x159cb,14,DUMMY\\n------
361,0x8c373af0,0x1aa00,11,DUMMYCLEAR,0x1af11,11,DUMMYCLEAR,0x1b383,11,DUMMYCLEAR,0x1a9d0,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15a09,14,DUMMY\\n------,0x15c3c,14,DUMMY\\n------,0x15f7d,14,DUMMY\\n------,0x159d9,14,DUMMY\\n------
362,0x8c373af0,0x1aa0b,11,DUMMYCLEAR,0x1af1c,11,DUMMYCLEAR,0x1b38e,11,DUMMYCLEAR,0x1a9db,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15a17,14,DUMMY\\n------,0x15c4a,14,DUMMY\\n------,0x15f8b,14,DUMMY\\n------,0x159e7,14,DUMMY\\n------
363,0x8c373af0,0x1aa16,11,DUMMYCLEAR,0x1af27,11,DUMMYCLEAR,0x1b399,11,DUMMYCLEAR,0x1a9e6,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15a25,14,DUMMY\\n------,0x15c58,14,DUMMY\\n------,0x15f99,14,DUMMY\\n------,0x159f5,14,DUMMY\\n------
364,0x8c373af0,0x1aa21,11,DUMMYCLEAR,0x1af32,11,DUMMYCLEAR,0x1b3a4,11,DUMMYCLEAR,0x1a9f1,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15a33,14,DUMMY\\n------,0x15c66,14,DUMMY\\n------,0x15fa7,14,DUMMY\\n------,0x15a03,14,DUMMY\\n------
365,0x8c373af0,0x1aa2c,11,DUMMYCLEAR,0x1af3d,11,DUMMYCLEAR,0x1b3af,11,DUMMYCLEAR,0x1a9fc,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15a41,14,DUMMY\\n------,0x15c74,14,DUMMY\\n------,0x15fb5,14,DUMMY\\n------,0x15a11,14,DUMMY\\n------
366,0x8c373af0,0x1aa37,11,DUMMYCLEAR,0x1af48,11,DUMMYCLEAR,0x1b3ba,11,DUMMYCLEAR,0x1aa07,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15a4f,14,DUMMY\\n------,0x15c82,14,DUMMY\\n------,0x15fc3,14,DUMMY\\n------,0x15a1f,14,DUMMY\\n------
367,0x8c373af0,0x1aa42,11,DUMMYCLEAR,0x1af53,11,DUMMYCLEAR,0x1b3c5,11,DUMMYCLEAR,0x1aa12,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15a5d,14,DUMMY\\n------,0x15c90,14,DUMMY\\n------,0x15fd1,14,DUMMY\\n------,0x15a2d,14,DUMMY\\n------
368,0x8c373af0,0x1aa4d,11,DUMMYCLEAR,0x1af5e,11,DUMMYCLEAR,0x1b3d0,11,DUMMYCLEAR,0x1aa1d,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15a6b,14,DUMMY\\n------,0x15c9e,14,DUMMY\\n------,0x15fdf,14,DUMMY\\n------,0x15a3b,14,DUMMY\\n------
369,0x8c373af0,0x1aa58,11,DUMMYCLEAR,0x1af69,11,DUMMYCLEAR,0x1b3db,11,DUMMYCLEAR,0x1aa28,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15a79,14,DUMMY\\n------,0x15cac,14,DUMMY\\n------,0x15fed,14,DUMMY\\n------,0x15a49,14,DUMMY\\n------
370,0x8c373af0,0x1aa63,11,DUMMYCLEAR,0x1af74,11,DUMMYCLEAR,0x1b3e6,11,DUMMYCLEAR,0x1aa33,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15a87,14,DUMMY\\n------,0x15cba,14,DUMMY\\n------,0x15ffb,14,DUMMY\\n------,0x15a57,14,DUMMY\\n------
371,0x8c373af0,0x1aa6e,11,DUMMYCLEAR,0x1af7f,11,DUMMYCLEAR,0x1b3f1,11,DUMMYCLEAR,0x1aa3e,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15a95,14,DUMMY\\n------,0x15cc8,14,DUMMY\\n------,0x16009,14,DUMMY\\n------,0x15a65,14,DUMMY\\n------
372,0x8c373af0,0x1aa79,11,DUMMYCLEAR,0x1af8a,11,DUMMYCLEAR,0x1b3fc,11,DUMMYCLEAR,0x1aa49,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15aa3,14,DUMMY\\n------,0x15cd6,14,DUMMY\\n------,0x16017,14,DUMMY\\n------,0x15a73,14,DUMMY\\n------
